journal_name,short_name,dict,if2023,if5year,jcr,rank,cas
IEEE TRANSACTIONS ON ELECTRON DEVICES,IEEE T ELECTRON DEV,"PHYSICS, APPLIED",2.9,2.9,Q2,68/179,3
IEEE Transactions on Emerging Topics in Computational Intelligence,IEEE T EM TOP COMP I,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",5.3,5.7,Q1,43/197,2
IEEE Transactions on Emerging Topics in Computing,IEEE T EMERG TOP COM,TELECOMMUNICATIONS,5.1,4.5,Q1,24/119,2
IEEE TRANSACTIONS ON ENERGY CONVERSION,IEEE T ENERGY CONVER,"ENGINEERING, ELECTRICAL & ELECTRONIC",5,5.1,Q1,65/352,2
IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,IEEE T ENG MANAGE,MANAGEMENT,4.6,4.9,Q1,93/401,3
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,"COMPUTER SCIENCE, THEORY & METHODS",11.7,15.5,Q1,5/143,1
IEEE TRANSACTIONS ON FUZZY SYSTEMS,IEEE T FUZZY SYST,"ENGINEERING, ELECTRICAL & ELECTRONIC",10.7,9.7,Q1,10/352,1
IEEE Transactions on Games,IEEE T GAMES,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",1.7,2,Q3,73/131,3
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,IEEE T GEOSCI REMOTE,REMOTE SENSING,7.5,7.6,Q1,8/62,1
IEEE Transactions on Green Communications and Networking,IEEE T GREEN COMMUN,TELECOMMUNICATIONS,5.3,4.5,Q1,22/119,2
IEEE Transactions on Haptics,IEEE T HAPTICS,"COMPUTER SCIENCE, CYBERNETICS",2.4,2.8,Q2,14/32,3
IEEE Transactions on Human-Machine Systems,IEEE T HUM-MACH SYST,"COMPUTER SCIENCE, CYBERNETICS",3.5,3.9,Q1,8/32,2
IEEE TRANSACTIONS ON IMAGE PROCESSING,IEEE T IMAGE PROCESS,"ENGINEERING, ELECTRICAL & ELECTRONIC",10.8,12.1,Q1,9/352,1
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,IEEE T IND ELECTRON,INSTRUMENTS & INSTRUMENTATION,7.5,8,Q1,2/76,1
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,"ENGINEERING, INDUSTRIAL",11.7,11.4,Q1,2/69,1
IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS,IEEE T IND APPL,"ENGINEERING, MULTIDISCIPLINARY",4.2,4.5,Q1,24/179,2
IEEE Transactions on Information Forensics and Security,IEEE T INF FOREN SEC,"ENGINEERING, ELECTRICAL & ELECTRONIC",6.3,7.3,Q1,42/352,1
IEEE TRANSACTIONS ON INFORMATION THEORY,IEEE T INFORM THEORY,"ENGINEERING, ELECTRICAL & ELECTRONIC",2.2,2.4,Q3,183/352,3
IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,IEEE T INSTRUM MEAS,INSTRUMENTS & INSTRUMENTATION,5.6,5.6,Q1,9/76,2
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,IEEE T INTELL TRANSP,TRANSPORTATION SCIENCE & TECHNOLOGY,7.9,8.3,Q1,6/72,2
IEEE Transactions on Intelligent Vehicles,IEEE T INTELL VEHICL,TRANSPORTATION SCIENCE & TECHNOLOGY,14,11.2,Q1,2/72,1
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,IEEE T KNOWL DATA EN,"ENGINEERING, ELECTRICAL & ELECTRONIC",8.9,8.8,Q1,13/352,1
IEEE Transactions on Learning Technologies,IEEE T LEARN TECHNOL,EDUCATION & EDUCATIONAL RESEARCH,2.9,3.8,Q1,92/756,3
IEEE TRANSACTIONS ON MAGNETICS,IEEE T MAGN,"PHYSICS, APPLIED",2.1,2,Q3,109/179,3
IEEE TRANSACTIONS ON MEDICAL IMAGING,IEEE T MED IMAGING,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",8.9,11.3,Q1,7/204,1
IEEE Transactions on Medical Robotics and Bionics,IEEE T MED ROBOT BIO,ROBOTICS,3.4,3.7,Q2,18/46,3
IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES,IEEE T MICROW THEORY,"ENGINEERING, ELECTRICAL & ELECTRONIC",4.1,4.2,Q2,94/352,1
IEEE TRANSACTIONS ON MOBILE COMPUTING,IEEE T MOBILE COMPUT,TELECOMMUNICATIONS,7.7,6.5,Q1,9/119,1
IEEE Transactions on Molecular Biological and Multi-Scale Communications,IEEE T MOL BIO MULT,TELECOMMUNICATIONS,2.4,N/A,Q3,65/119,3
IEEE TRANSACTIONS ON MULTIMEDIA,IEEE T MULTIMEDIA,TELECOMMUNICATIONS,8.4,8,Q1,6/119,1
IEEE TRANSACTIONS ON NANOBIOSCIENCE,IEEE T NANOBIOSCI,NANOSCIENCE & NANOTECHNOLOGY,3.7,3,Q3,73/140,3
IEEE TRANSACTIONS ON NANOTECHNOLOGY,IEEE T NANOTECHNOL,"PHYSICS, APPLIED",2.1,2.3,Q3,109/179,4
IEEE Transactions on Network and Service Management,IEEE T NETW SERV MAN,"COMPUTER SCIENCE, INFORMATION SYSTEMS",4.7,4.6,Q1,48/249,2
IEEE Transactions on Network Science and Engineering,IEEE T NETW SCI ENG,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",6.7,6,Q1,5/135,2
IEEE Transactions on Neural Networks and Learning Systems,IEEE T NEUR NET LEAR,"ENGINEERING, ELECTRICAL & ELECTRONIC",10.2,10.4,Q1,11/352,1
IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,IEEE T NEUR SYS REH,REHABILITATION,4.8,5.4,Q1,5/169,2
IEEE TRANSACTIONS ON NUCLEAR SCIENCE,IEEE T NUCL SCI,NUCLEAR SCIENCE & TECHNOLOGY,1.9,1.8,Q1,10/40,2
IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,IEEE T PARALL DISTR,"ENGINEERING, ELECTRICAL & ELECTRONIC",5.6,4.5,Q1,53/352,2
IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,IEEE T PATTERN ANAL,"ENGINEERING, ELECTRICAL & ELECTRONIC",20.8,22.2,Q1,3/352,1
IEEE TRANSACTIONS ON PLASMA SCIENCE,IEEE T PLASMA SCI,"PHYSICS, FLUIDS & PLASMAS",1.3,1.2,Q3,29/40,4
IEEE TRANSACTIONS ON POWER DELIVERY,IEEE T POWER DELIVER,"ENGINEERING, ELECTRICAL & ELECTRONIC",3.8,4.2,Q2,107/352,2
IEEE TRANSACTIONS ON POWER ELECTRONICS,IEEE T POWER ELECTR,"ENGINEERING, ELECTRICAL & ELECTRONIC",6.6,6.9,Q1,39/352,1
IEEE TRANSACTIONS ON POWER SYSTEMS,IEEE T POWER SYST,"ENGINEERING, ELECTRICAL & ELECTRONIC",6.5,7.4,Q1,40/352,1
IEEE TRANSACTIONS ON PROFESSIONAL COMMUNICATION,IEEE T PROF COMMUN,COMMUNICATION,1.6,1.7,Q2,84/227,2
IEEE Transactions on Radiation and Plasma Medical Sciences,IEEE T RADIAT PLASMA,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",4.6,3.6,Q1,25/204,2
IEEE TRANSACTIONS ON RELIABILITY,IEEE T RELIAB,"ENGINEERING, ELECTRICAL & ELECTRONIC",5,5.2,Q1,65/352,2
IEEE Transactions on Robotics,IEEE T ROBOT,ROBOTICS,9.4,9.9,Q1,4/46,1
IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING,IEEE T SEMICONDUCT M,"PHYSICS, CONDENSED MATTER",2.3,3.1,Q3,45/79,4
IEEE Transactions on Services Computing,IEEE T SERV COMPUT,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",5.5,5.9,Q1,10/131,2
IEEE Transactions on Signal and Information Processing over Networks,IEEE T SIGNAL INF PR,TELECOMMUNICATIONS,3,3.3,Q2,53/119,3
IEEE TRANSACTIONS ON SIGNAL PROCESSING,IEEE T SIGNAL PROCES,"ENGINEERING, ELECTRICAL & ELECTRONIC",4.6,5.2,Q1,74/352,2
IEEE Transactions on Smart Grid,IEEE T SMART GRID,"ENGINEERING, ELECTRICAL & ELECTRONIC",8.6,9.6,Q1,18/352,1
IEEE TRANSACTIONS ON SOFTWARE ENGINEERING,IEEE T SOFTWARE ENG,"ENGINEERING, ELECTRICAL & ELECTRONIC",6.5,7,Q1,40/352,1
IEEE Transactions on Sustainable Computing,IEEE T SUST COMPUT,TELECOMMUNICATIONS,3,3.3,Q2,53/119,3
IEEE Transactions on Sustainable Energy,IEEE T SUSTAIN ENERG,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,8.6,8.6,Q1,17/91,1
IEEE Transactions on Systems Man Cybernetics-Systems,IEEE T SYST MAN CY-S,"COMPUTER SCIENCE, CYBERNETICS",8.6,8.7,Q1,3/32,1
IEEE Transactions on Terahertz Science and Technology,IEEE T THZ SCI TECHN,"PHYSICS, APPLIED",3.9,3.9,Q2,53/179,2
IEEE Transactions on Transportation Electrification,IEEE T TRANSP ELECTR,TRANSPORTATION SCIENCE & TECHNOLOGY,7.2,7.9,Q1,10/72,1
IEEE TRANSACTIONS ON ULTRASONICS FERROELECTRICS AND FREQUENCY CONTROL,IEEE T ULTRASON FERR,"ENGINEERING, ELECTRICAL & ELECTRONIC",3,2.9,Q2,136/352,3
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,IEEE T VEH TECHNOL,TRANSPORTATION SCIENCE & TECHNOLOGY,6.1,6.5,Q1,12/72,2
IEEE TRANSACTIONS ON VERY LARGE SCALE INTEGRATION (VLSI) SYSTEMS,IEEE T VLSI SYST,"ENGINEERING, ELECTRICAL & ELECTRONIC",2.8,2.8,Q2,151/352,2
IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,IEEE T VIS COMPUT GR,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",4.7,5.1,Q1,14/131,2
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,IEEE T WIREL COMMUN,TELECOMMUNICATIONS,8.9,8.6,Q1,5/119,1
IEEE Vehicular Technology Magazine,IEEE VEH TECHNOL MAG,TRANSPORTATION SCIENCE & TECHNOLOGY,5.8,9.8,Q1,13/72,3
IEEE WIRELESS COMMUNICATIONS,IEEE WIREL COMMUN,TELECOMMUNICATIONS,10.9,11.1,Q1,3/119,2
IEEE Wireless Communications Letters,IEEE WIREL COMMUN LE,TELECOMMUNICATIONS,4.6,4.9,Q1,26/119,3
IEEE-ACM Transactions on Audio Speech and Language Processing,IEEE-ACM T AUDIO SPE,"ENGINEERING, ELECTRICAL & ELECTRONIC",4.1,4.2,Q2,94/352,2
IEEE-ACM Transactions on Computational Biology and Bioinformatics,IEEE ACM T COMPUT BI,STATISTICS & PROBABILITY,3.6,3.2,Q1,11/168,3
IEEE-ACM TRANSACTIONS ON NETWORKING,IEEE ACM T NETWORK,TELECOMMUNICATIONS,3,3.6,Q2,53/119,3
IEEE-ASME TRANSACTIONS ON MECHATRONICS,IEEE-ASME T MECH,"ENGINEERING, MECHANICAL",6.1,6.2,Q1,9/180,1
IEEE-CAA Journal of Automatica Sinica,IEEE-CAA J AUTOMATIC,AUTOMATION & CONTROL SYSTEMS,15.3,10.3,Q1,1/84,1
IEEJ Journal of Industry Applications,IEEJ J IND APPL,"ENGINEERING, ELECTRICAL & ELECTRONIC",1,1,Q4,285/352,4
IEEJ Transactions on Electrical and Electronic Engineering,IEEJ T ELECTR ELECTR,"ENGINEERING, ELECTRICAL & ELECTRONIC",1,0.9,Q4,285/352,4
IEICE Communications Express,IEICE COMMUN EXPRESS,"ENGINEERING, ELECTRICAL & ELECTRONIC",0.3,0.2,Q4,345/352,4
IEICE Electronics Express,IEICE ELECTRON EXPR,"ENGINEERING, ELECTRICAL & ELECTRONIC",0.8,0.7,Q4,301/352,4
IEICE Nonlinear Theory and Its Applications,IEICE NONLINEAR THEO,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",0.5,0.4,Q4,118/135,4
IEICE TRANSACTIONS ON COMMUNICATIONS,IEICE T COMMUN,TELECOMMUNICATIONS,0.7,0.5,Q4,106/119,4
IEICE TRANSACTIONS ON ELECTRONICS,IEICE T ELECTRON,"ENGINEERING, ELECTRICAL & ELECTRONIC",0.6,0.5,Q4,319/352,4
IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,IEICE T FUND ELECTR,"ENGINEERING, ELECTRICAL & ELECTRONIC",0.4,0.3,Q4,339/352,4
IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,IEICE T INF SYST,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",0.6,0.6,Q4,122/131,4
iEnergy,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IET Biometrics,IET BIOMETRICS,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",1.8,2.2,Q3,136/197,4
IET Circuits Devices & Systems,IET CIRC DEVICE SYST,"ENGINEERING, ELECTRICAL & ELECTRONIC",1,1,Q4,285/352,4
IET Collaborative Intelligent Manufacturing,IET COLL INTEL MANUF,"ENGINEERING, MANUFACTURING",2.5,2.8,Q3,37/68,4
IET Communications,IET COMMUN,"ENGINEERING, ELECTRICAL & ELECTRONIC",1.5,1.1,Q3,252/352,4
IET Computer Vision,IET COMPUT VIS,"ENGINEERING, ELECTRICAL & ELECTRONIC",1.5,1.5,Q3,252/352,4
IET Computers and Digital Techniques,IET COMPUT DIGIT TEC,"COMPUTER SCIENCE, THEORY & METHODS",1.1,0.9,Q3,87/143,4
IET Control Theory and Applications,IET CONTROL THEORY A,INSTRUMENTS & INSTRUMENTATION,2.2,2.2,Q2,34/76,4
IET Cyber-Physical Systems: Theory & Applications,IET CYBER PHYS SYST,"ENGINEERING, ELECTRICAL & ELECTRONIC",1.7,1.8,Q3,227/352,4
IET Cyber-systems and Robotics,IET CYBER-SYST ROBOT,ROBOTICS,1.5,1.9,Q4,35/46,4
IET Electric Power Applications,IET ELECTR POWER APP,"ENGINEERING, ELECTRICAL & ELECTRONIC",1.5,1.7,Q3,252/352,4
IET Electrical Systems in Transportation,IET ELECTR SYST TRAN,TRANSPORTATION SCIENCE & TECHNOLOGY,1.9,2,Q3,41/72,4
IET Energy Systems Integration,IET ENERG SYST INTEG,"ENGINEERING, ELECTRICAL & ELECTRONIC",1.6,2,Q3,239/352,4
IET Generation Transmission & Distribution,IET GENER TRANSM DIS,"ENGINEERING, ELECTRICAL & ELECTRONIC",2,2.3,Q3,202/352,4
IET Image Processing,IET IMAGE PROCESS,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,2,2,Q3,23/36,4
IET Information Security,IET INFORM SECUR,"COMPUTER SCIENCE, THEORY & METHODS",1.3,1.3,Q3,80/143,4
IET Intelligent Transport Systems,IET INTELL TRANSP SY,TRANSPORTATION SCIENCE & TECHNOLOGY,2.3,2.8,Q2,36/72,3
IET Microwaves Antennas & Propagation,IET MICROW ANTENNA P,TELECOMMUNICATIONS,1.1,1.4,Q4,99/119,4
IET Nanobiotechnology,IET NANOBIOTECHNOL,NANOSCIENCE & NANOTECHNOLOGY,3.8,2.9,Q3,71/140,4
IET Nanodielectrics,IET NANODIELECTR,NANOSCIENCE & NANOTECHNOLOGY,3.8,4.7,Q3,71/140,4
IET Networks,IET NETW,"COMPUTER SCIENCE, INFORMATION SYSTEMS",1.3,1.5,Q3,182/249,4
IET Optoelectronics,IET OPTOELECTRON,TELECOMMUNICATIONS,2.3,1.9,Q3,66/119,4
IET Power Electronics,IET POWER ELECTRON,"ENGINEERING, ELECTRICAL & ELECTRONIC",1.7,1.9,Q3,227/352,4
IET Quantum Communication,IET QUANTUM COMMUN,TELECOMMUNICATIONS,2.5,3.2,Q3,62/119,4
IET Radar Sonar and Navigation,IET RADAR SONAR NAV,TELECOMMUNICATIONS,1.4,1.5,Q4,92/119,4
IET Renewable Power Generation,IET RENEW POWER GEN,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,2.6,2.8,Q3,66/91,4
IET Science Measurement & Technology,IET SCI MEAS TECHNOL,"ENGINEERING, ELECTRICAL & ELECTRONIC",1.4,1.4,Q3,259/352,4
IET Signal Processing,IET SIGNAL PROCESS,"ENGINEERING, ELECTRICAL & ELECTRONIC",1.1,1.3,Q4,278/352,4
IET Smart Cities,IET SMART CITIES,TELECOMMUNICATIONS,2.1,2.4,Q3,71/119,4
IET Smart Grid,IET SMART GRID,"ENGINEERING, ELECTRICAL & ELECTRONIC",2.4,2.5,Q2,170/352,4
IET Software,IET SOFTW,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",1.5,1.5,Q3,82/131,4
IET Systems Biology,IET SYST BIOL,MATHEMATICAL & COMPUTATIONAL BIOLOGY,1.9,1.3,Q3,36/65,3
IET Wireless Sensor Systems,IET WIREL SENS SYST,TELECOMMUNICATIONS,1.5,1.5,Q3,88/119,4
IETE JOURNAL OF RESEARCH,IETE J RES,TELECOMMUNICATIONS,1.3,1.5,Q4,94/119,4
IETE TECHNICAL REVIEW,IETE TECH REV,TELECOMMUNICATIONS,2.5,2.2,Q3,62/119,4
IFAC Journal of Systems and Control,IFAC J SYST CONTROL,AUTOMATION & CONTROL SYSTEMS,1.8,1.4,Q3,52/84,4
IFLA JOURNAL-INTERNATIONAL FEDERATION OF LIBRARY ASSOCIATIONS,IFLA J-INT FED LIBR,INFORMATION SCIENCE & LIBRARY SCIENCE,1,1.2,Q3,89/160,4
iForest-Biogeosciences and Forestry,IFOREST,FORESTRY,1.5,1.7,Q2,40/89,4
Ignaziana-Rivista di Ricerca Teologica,IGNAZIANA,RELIGION,<0.1,<0.1,N/A,N/A,4
IHERINGIA SERIE BOTANICA,IHERINGIA SER BOT,PLANT SCIENCES,0.3,0.5,Q4,257/265,4
IHERINGIA SERIE ZOOLOGIA,IHERINGIA SER ZOOL,ZOOLOGY,0.5,0.8,Q4,163/180,4
IHS Antiguos Jesuitas en Iberoamerica,IHS ANTIG JESUITAS I,HISTORY,0.1,0.1,Q3,327/518,4
IIC-INTERNATIONAL REVIEW OF INTELLECTUAL PROPERTY AND COMPETITION LAW,IIC-INT REV INTELL P,LAW,1.2,1.1,Q1,99/421,4
IIM Kozhikode Society & Management Review,IIM KOZHIKODE SOC MA,MANAGEMENT,1.8,1.4,Q3,265/401,4
IIMB Management Review,IIMB MANAG REV,MANAGEMENT,1.7,2.6,Q3,274/401,4
IISE Transactions,IISE TRANS,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,2,2.8,Q2,51/106,3
IISE Transactions on Healthcare Systems Engineering,IISE T HEALTHC SYST,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,1.5,N/A,Q3,72/106,4
IISE Transactions on Occupational Ergonomics & Human Factors,IISE T OCCUP ERG HUM,ERGONOMICS,1.7,3.2,Q3,16/24,4
IIUM Engineering Journal,IIUM ENG J,"ENGINEERING, MULTIDISCIPLINARY",0.6,0.6,Q3,132/179,4
IIUM Law Journal,IIUM LAW J,LAW,0.2,0.3,Q4,316/421,4
IIUM Medical Journal Malaysia,IIUM MED J MALAYSIA,"MEDICINE, GENERAL & INTERNAL",0.3,0.4,Q3,243/325,4
Ijaz Arabi Journal of Arabic Learning,IJAZ ARABI J ARAB LE,LINGUISTICS,0.2,N/A,Q4,254/297,4
IJC Heart & Vasculature,IJC HEART VASC,CARDIAC & CARDIOVASCULAR SYSTEMS,2.5,2.4,Q2,90/220,3
IJID Regions,IJID REG,INFECTIOUS DISEASES,1.5,1.5,Q4,104/132,4
IJISPM-International Journal of Information Systems and Project Management,IJISPM-INT J INF SYS,MANAGEMENT,2.2,1.9,Q3,233/401,4
IJoLE-International Journal of Language Education,IJOLE-INT J LANG EDU,LINGUISTICS,0.9,0.9,Q2,141/297,3
Ilahiyat Studies-A Journal on Islamic and Religious Studies,ILAH STUD,RELIGION,0.2,0.1,N/A,N/A,4
Ilahiyat Tetkikleri Dergisi-Journal of Ilahiyat Researches,ILAH TETKIKLERI DERG,RELIGION,0.1,0.1,N/A,N/A,4
ILAR JOURNAL,ILAR J,VETERINARY SCIENCES,3.1,2.6,Q1,12/167,N/A
ILEF Dergisi,ILEF DERG,COMMUNICATION,<0.1,<0.1,Q4,223/227,4
Ilha do Desterro-A Journal of English Language Literatures in English and Cultural Studies,ILHA DESTERRO,LITERATURE,0.2,0.2,N/A,N/A,4
Illes i Imperis,ILLES IMPERIS,HISTORY,0.2,0.3,Q2,234/518,4
ILLINOIS JOURNAL OF MATHEMATICS,ILLINOIS J MATH,"MATHEMATICS, APPLIED",0.6,N/A,Q4,256/331,4
ILR Review,ILR REV,INDUSTRIAL RELATIONS & LABOR,2.9,4.1,Q1,12/49,3
Ilu-Revista de Ciencias de las Religiones,ILU-REV CIENC RELIG,RELIGION,0.1,0.2,N/A,N/A,4
IMA Fungus,IMA FUNGUS,MYCOLOGY,5.2,5.2,Q1,6/33,1
IMA JOURNAL OF APPLIED MATHEMATICS,IMA J APPL MATH,"MATHEMATICS, APPLIED",1.4,1.1,Q2,102/331,4
IMA Journal of Management Mathematics,IMA J MANAG MATH,"SOCIAL SCIENCES, MATHEMATICAL METHODS",1.9,1.8,Q2,20/67,3
IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION,IMA J MATH CONTROL I,"MATHEMATICS, APPLIED",1.6,1.5,Q2,89/331,4
IMA JOURNAL OF NUMERICAL ANALYSIS,IMA J NUMER ANAL,"MATHEMATICS, APPLIED",2.3,2.5,Q1,41/331,2
Imafronte-Revista de Historia del Arte,IMAFRONTE,ART,<0.1,<0.1,N/A,N/A,4
Image Analysis & Stereology,IMAGE ANAL STEREOL,"MATHEMATICS, APPLIED",0.8,0.7,Q3,218/331,4
IMAGE AND VISION COMPUTING,IMAGE VISION COMPUT,OPTICS,4.2,4.3,Q1,25/119,3
Image Processing On Line,IMAGE PROCESS ON LIN,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",0.7,1,Q4,117/131,4
Imagen Diagnostica,IMAGEN DIAGN,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",0.1,0.3,Q4,201/204,4
Imagerie de la Femme,IMAG FEMME,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",0.2,0.1,Q4,198/204,4
Images,IMAGES,ART,0.2,0.3,N/A,N/A,3
Imaging,IMAGING,"MEDICINE, GENERAL & INTERNAL",0.7,0.7,Q3,207/325,4
Imaging Science in Dentistry,IMAGNG SCI DENT,"DENTISTRY, ORAL SURGERY & MEDICINE",1.7,2.1,Q3,79/157,4
IMAGING SCIENCE JOURNAL,IMAGING SCI J,IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY,1.1,1.4,Q4,30/36,4
Imago Mundi-The International Journal for the History of Cartography,IMAGO MUNDI,HISTORY OF SOCIAL SCIENCES,0.3,0.3,Q4,34/42,3
Imago Temporis-Medium Aevum,IMAGO TEMPORIS,MEDIEVAL & RENAISSANCE STUDIES,0.1,0.2,N/A,N/A,4
Imagologiya i Komparativistika-Imagology and Comparative Studies,IMAGOLOGIYA KOMPARAT,"HUMANITIES, MULTIDISCIPLINARY",0.1,0.1,N/A,N/A,4
Imago-Revista de Emblematica y Cultura Visual,IMAGO-REV EMBLEM CUL,"HUMANITIES, MULTIDISCIPLINARY",<0.1,<0.1,N/A,N/A,4
iMeta,IMETA,MICROBIOLOGY,23.7,23.7,Q1,2/161,1
IMF Economic Review,IMF ECON REV,ECONOMICS,3.3,4,Q1,101/597,2
Immigrants and Minorities,IMMIGR MINOR,DEMOGRAPHY,0.9,0.8,Q3,35/49,4
Immune Network,IMMUNE NETW,IMMUNOLOGY,4.3,5.6,Q2,70/181,4
Immunity,IMMUNITY,IMMUNOLOGY,25.5,33.2,Q1,4/181,1
Immunity & Ageing,IMMUN AGEING,IMMUNOLOGY,5.2,6.4,Q1,45/181,2
Immunity Inflammation and Disease,IMMUN INFLAMM DIS,IMMUNOLOGY,3.1,2.9,Q3,102/181,4
Immuno,IMMUNO-BASEL,IMMUNOLOGY,2.1,2.1,Q4,141/181,4
IMMUNOBIOLOGY,IMMUNOBIOLOGY,IMMUNOLOGY,2.5,2.7,Q3,131/181,4
IMMUNOGENETICS,IMMUNOGENETICS,IMMUNOLOGY,2.9,2.6,Q3,108/181,4
IMMUNOLOGIC RESEARCH,IMMUNOL RES,IMMUNOLOGY,3.3,3.2,Q3,95/181,4
IMMUNOLOGICAL INVESTIGATIONS,IMMUNOL INVEST,IMMUNOLOGY,2.9,2.6,Q3,108/181,4
Immunological Medicine,IMMUNOL MED,RHEUMATOLOGY,2.7,N/A,Q2,24/57,4
IMMUNOLOGICAL REVIEWS,IMMUNOL REV,IMMUNOLOGY,7.5,10.7,Q1,24/181,2
IMMUNOLOGY,IMMUNOLOGY,IMMUNOLOGY,4.9,6.6,Q2,50/181,3
IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA,IMMUNOL ALLERGY CLIN,IMMUNOLOGY,2.7,3.1,Q3,120/181,3
IMMUNOLOGY AND CELL BIOLOGY,IMMUNOL CELL BIOL,IMMUNOLOGY,3.2,4.3,Q3,99/181,4
IMMUNOLOGY LETTERS,IMMUNOL LETT,IMMUNOLOGY,3.3,3.6,Q3,95/181,4
Immunopathologia Persa,IMMUNOPATHOL PERSA,IMMUNOLOGY,1.1,0.9,Q4,167/181,4
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,IMMUNOPHARM IMMUNOT,TOXICOLOGY,2.9,3.2,Q2,49/106,4
ImmunoTargets and Therapy,IMMUNOTARGETS THER,IMMUNOLOGY,6.2,8.1,Q1,32/181,2
Immunotherapy,IMMUNOTHERAPY-UK,IMMUNOLOGY,2.7,2.9,Q3,120/181,4
Immunotherapy Advances,IMMUNOTHER ADV,IMMUNOLOGY,4.1,4.1,Q2,74/181,4
Impact Assessment and Project Appraisal,IMPACT ASSESS PROJ A,ENVIRONMENTAL STUDIES,1.8,2.1,Q3,127/182,4
Implantologie,IMPLANTOLOGIE,"DENTISTRY, ORAL SURGERY & MEDICINE",0.1,<0.1,Q4,151/157,4
Implementation Science,IMPLEMENT SCI,HEALTH POLICY & SERVICES,8.8,9.2,Q1,2/118,1
Implicit Religion,IMPLICIT RELIG,RELIGION,0.1,0.2,N/A,N/A,4
Impossibilia-Revista Internacional de Estudios Literarios,IMPOSSIBILIA,LITERATURE,0.2,0.1,N/A,N/A,4
Improving Schools,IMPROV SCH,EDUCATION & EDUCATIONAL RESEARCH,1.1,1.3,Q3,398/756,4
IN BO-Ricerche e Progetti per il Territorio la Citta e l Architettura,IN BO,ARCHITECTURE,<0.1,0.1,N/A,N/A,4
In die Skriflig-In Luce Verbi,SKRIFLIG,RELIGION,0.2,0.3,N/A,N/A,4
In Education,EDUCATION-CANADA,EDUCATION & EDUCATIONAL RESEARCH,0.1,0.2,Q4,699/756,4
IN PRACTICE,IN PRACTICE,VETERINARY SCIENCES,0.3,0.4,Q4,148/167,4
in silico Plants,IN SILICO PLANTS,PLANT SCIENCES,2.6,2.9,Q2,87/265,3
In Situ-Revue de Patrimoines,IN SITU-REV PATRIMOI,"HUMANITIES, MULTIDISCIPLINARY",<0.1,<0.1,N/A,N/A,4
IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL,IN VITRO CELL DEV-AN,DEVELOPMENTAL BIOLOGY,1.5,1.8,Q4,32/39,4
